1303	0.00002808	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1304	0.00002815	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1305	0.00002933	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1306	0.00002989	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1307	0.00002940	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1308	0.00004211	ProControl.exe	IOCTL_SERIAL_PURGE	Serial0	SUCCESS	Purge: RXABORT RXCLEAR	
1309	0.00001676	ProControl.exe	IOCTL_SERIAL_PURGE	Serial0	SUCCESS	Purge: TXABORT TXCLEAR 	
1310	0.00086268	ProControl.exe	IRP_MJ_WRITE	Serial0	SUCCESS	Length 11: AA AA 01 00 00 01 01 02 00 01 59 	
1311	0.00002863	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1312	0.00002996	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1313	0.00001928	ProControl.exe	IRP_MJ_READ	Serial0	SUCCESS	Length 1: AA 	
1314	0.00002857	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1315	0.00001725	ProControl.exe	IRP_MJ_READ	Serial0	SUCCESS	Length 1: AA 	
1316	0.00004630	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1317	0.00001648	ProControl.exe	IRP_MJ_READ	Serial0	SUCCESS	Length 1: 00 	
1318	0.00001537	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1319	0.00001397	ProControl.exe	IRP_MJ_READ	Serial0	SUCCESS	Length 1: 01 	
1320	0.00001578	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1321	0.00001320	ProControl.exe	IRP_MJ_READ	Serial0	SUCCESS	Length 1: 01 	
1322	0.00001690	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1323	0.00001320	ProControl.exe	IRP_MJ_READ	Serial0	SUCCESS	Length 1: 00 	
1324	0.00001425	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1325	0.00001243	ProControl.exe	IRP_MJ_READ	Serial0	SUCCESS	Length 1: 01 	
1326	0.00001313	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1327	0.00001194	ProControl.exe	IRP_MJ_READ	Serial0	SUCCESS	Length 1: 82 	
1328	0.00001893	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1329	0.00001460	ProControl.exe	IRP_MJ_READ	Serial0	SUCCESS	Length 1: 2A 	
1330	0.00001271	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1331	0.00005070	ProControl.exe	IRP_MJ_READ	Serial0	SUCCESS	Length 1: 01 	
1332	0.00002947	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1333	0.00001844	ProControl.exe	IRP_MJ_READ	Serial0	SUCCESS	Length 1: 45 	
1334	0.00003122	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1335	0.00002081	ProControl.exe	IRP_MJ_READ	Serial0	SUCCESS	Length 1: 00 	
1336	0.00003457	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1337	0.00002542	ProControl.exe	IRP_MJ_READ	Serial0	SUCCESS	Length 1: 40 	
1338	0.00002870	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1339	0.00001816	ProControl.exe	IRP_MJ_READ	Serial0	SUCCESS	Length 1: 0B 	
1340	0.00002857	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1341	0.00001781	ProControl.exe	IRP_MJ_READ	Serial0	SUCCESS	Length 1: 58 	
1342	0.00002857	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1343	0.00001774	ProControl.exe	IRP_MJ_READ	Serial0	SUCCESS	Length 1: 00 	
1344	0.00002863	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1345	0.00001725	ProControl.exe	IRP_MJ_READ	Serial0	SUCCESS	Length 1: 00 	
1346	0.00002926	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1347	0.00001760	ProControl.exe	IRP_MJ_READ	Serial0	SUCCESS	Length 1: 09 	
1348	0.00002891	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1349	0.00001767	ProControl.exe	IRP_MJ_READ	Serial0	SUCCESS	Length 1: 71 	
1350	0.00002863	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1351	0.00001837	ProControl.exe	IRP_MJ_READ	Serial0	SUCCESS	Length 1: 13 	
1352	0.00002815	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1353	0.00001718	ProControl.exe	IRP_MJ_READ	Serial0	SUCCESS	Length 1: 88 	
1354	0.00002759	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1355	0.00001795	ProControl.exe	IRP_MJ_READ	Serial0	SUCCESS	Length 1: 00 	
1356	0.00002822	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1357	0.00001690	ProControl.exe	IRP_MJ_READ	Serial0	SUCCESS	Length 1: 05 	
1358	0.00002975	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1359	0.00001802	ProControl.exe	IRP_MJ_READ	Serial0	SUCCESS	Length 1: FF 	
1360	0.00002829	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1361	0.00001732	ProControl.exe	IRP_MJ_READ	Serial0	SUCCESS	Length 1: FF 	
1362	0.00002870	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1363	0.00001809	ProControl.exe	IRP_MJ_READ	Serial0	SUCCESS	Length 1: 00 	
1364	0.00002933	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1365	0.00001767	ProControl.exe	IRP_MJ_READ	Serial0	SUCCESS	Length 1: 00 	
1366	0.00002961	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1367	0.00001816	ProControl.exe	IRP_MJ_READ	Serial0	SUCCESS	Length 1: 3F 	
1368	0.00003227	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1369	0.00001879	ProControl.exe	IRP_MJ_READ	Serial0	SUCCESS	Length 1: 88 	
1370	0.00003366	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1371	0.00001942	ProControl.exe	IRP_MJ_READ	Serial0	SUCCESS	Length 1: 00 	
1372	0.00003024	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1373	0.00001893	ProControl.exe	IRP_MJ_READ	Serial0	SUCCESS	Length 1: 00 	
1374	0.00003017	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1375	0.00001997	ProControl.exe	IRP_MJ_READ	Serial0	SUCCESS	Length 1: 10 	
1376	0.00002843	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1377	0.00001746	ProControl.exe	IRP_MJ_READ	Serial0	SUCCESS	Length 1: F8 	
1378	0.00002870	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1379	0.00001760	ProControl.exe	IRP_MJ_READ	Serial0	SUCCESS	Length 1: 00 	
1380	0.00002919	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1381	0.00001739	ProControl.exe	IRP_MJ_READ	Serial0	SUCCESS	Length 1: 01 	
1382	0.00002919	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1383	0.00001711	ProControl.exe	IRP_MJ_READ	Serial0	SUCCESS	Length 1: 00 	
1384	0.00002884	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1385	0.00001732	ProControl.exe	IRP_MJ_READ	Serial0	SUCCESS	Length 1: 00 	
1386	0.00002884	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1387	0.00001844	ProControl.exe	IRP_MJ_READ	Serial0	SUCCESS	Length 1: 00 	
1388	0.00002850	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1389	0.00001767	ProControl.exe	IRP_MJ_READ	Serial0	SUCCESS	Length 1: 00 	
1390	0.00002794	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1391	0.00001746	ProControl.exe	IRP_MJ_READ	Serial0	SUCCESS	Length 1: 00 	
1392	0.00002843	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1393	0.00001676	ProControl.exe	IRP_MJ_READ	Serial0	SUCCESS	Length 1: 00 	
1394	0.00002801	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1395	0.00001711	ProControl.exe	IRP_MJ_READ	Serial0	SUCCESS	Length 1: 00 	
1396	0.00002940	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1397	0.00001837	ProControl.exe	IRP_MJ_READ	Serial0	SUCCESS	Length 1: 00 	
1398	0.00002912	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1399	0.00001718	ProControl.exe	IRP_MJ_READ	Serial0	SUCCESS	Length 1: 00 	
1400	0.00003122	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1401	0.00001837	ProControl.exe	IRP_MJ_READ	Serial0	SUCCESS	Length 1: 00 	
1402	0.00014122	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1403	0.00002193	ProControl.exe	IRP_MJ_READ	Serial0	SUCCESS	Length 1: 00 	
1404	0.00003548	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1405	0.00002046	ProControl.exe	IRP_MJ_READ	Serial0	SUCCESS	Length 1: 00 	
1406	0.00003122	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1407	0.00001816	ProControl.exe	IRP_MJ_READ	Serial0	SUCCESS	Length 1: 00 	
1408	0.00002822	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1409	0.00001795	ProControl.exe	IRP_MJ_READ	Serial0	SUCCESS	Length 1: 00 	
1410	0.00002836	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1411	0.00001830	ProControl.exe	IRP_MJ_READ	Serial0	SUCCESS	Length 1: 00 	
1412	0.00002675	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1413	0.00001690	ProControl.exe	IRP_MJ_READ	Serial0	SUCCESS	Length 1: 00 	
1414	0.00002822	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1415	0.00001760	ProControl.exe	IRP_MJ_READ	Serial0	SUCCESS	Length 1: 07 	
1416	0.00002836	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1417	0.00001795	ProControl.exe	IRP_MJ_READ	Serial0	SUCCESS	Length 1: D4 	
1418	0.00004086	ProControl.exe	IOCTL_SERIAL_PURGE	Serial0	SUCCESS	Purge: RXABORT RXCLEAR	
1419	0.00001697	ProControl.exe	IOCTL_SERIAL_PURGE	Serial0	SUCCESS	Purge: TXABORT TXCLEAR 	
1420	0.00063933	ProControl.exe	IRP_MJ_WRITE	Serial0	SUCCESS	Length 11: AA AA 01 00 00 00 00 00 00 01 55 	
1421	0.00002884	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1422	0.00002975	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1423	0.00002898	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1424	0.00003143	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1425	0.00002877	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1426	0.00002982	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1427	0.00001683	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1428	0.00002926	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1429	0.00001481	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1430	0.00002025	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1431	0.00002905	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1432	0.00002968	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1433	0.00003017	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1434	0.00002940	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1435	0.00002968	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1436	0.00004058	ProControl.exe	IOCTL_SERIAL_PURGE	Serial0	SUCCESS	Purge: RXABORT RXCLEAR	
1437	0.00001641	ProControl.exe	IOCTL_SERIAL_PURGE	Serial0	SUCCESS	Purge: TXABORT TXCLEAR 	
1438	0.00136184	ProControl.exe	IRP_MJ_WRITE	Serial0	SUCCESS	Length 11: AA AA 01 00 00 00 00 00 00 01 55 	
1439	0.00003003	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1440	0.00002535	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1441	0.00003080	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1442	0.00002926	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1443	0.00002947	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1444	0.00003478	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1445	0.00003031	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1446	0.00002898	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1447	0.00002891	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1448	0.00002940	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1449	0.00002933	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1450	0.00003220	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1451	0.00002961	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1452	0.00003003	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1453	0.00002905	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1454	0.00004232	ProControl.exe	IOCTL_SERIAL_PURGE	Serial0	SUCCESS	Purge: RXABORT RXCLEAR	
1455	0.00001662	ProControl.exe	IOCTL_SERIAL_PURGE	Serial0	SUCCESS	Purge: TXABORT TXCLEAR 	
1456	0.00094174	ProControl.exe	IRP_MJ_WRITE	Serial0	SUCCESS	Length 11: AA AA 01 00 00 00 00 00 00 01 55 	
1457	0.00002933	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1458	0.00002961	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1459	0.00002891	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1460	0.00002996	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1461	0.00002884	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1462	0.00002898	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1463	0.00002815	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1464	0.00004630	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1465	0.00001830	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1466	0.00003038	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1467	0.00002682	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1468	0.00002305	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1469	0.00003094	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1470	0.00003136	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1471	0.00002905	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1472	0.00004016	ProControl.exe	IOCTL_SERIAL_PURGE	Serial0	SUCCESS	Purge: RXABORT RXCLEAR	
1473	0.00001460	ProControl.exe	IOCTL_SERIAL_PURGE	Serial0	SUCCESS	Purge: TXABORT TXCLEAR 	
1474	0.00077210	ProControl.exe	IRP_MJ_WRITE	Serial0	SUCCESS	Length 11: AA AA 01 00 00 00 00 00 00 01 55 	
1475	0.00002898	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1476	0.00002891	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1477	0.00002018	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1478	0.00003122	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1479	0.00002891	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1480	0.00002947	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1481	0.00002954	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1482	0.00002884	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1483	0.00002940	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1484	0.00002857	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1485	0.00003031	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1486	0.00002919	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1487	0.00002947	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1488	0.00002968	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1489	0.00002996	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1490	0.00004267	ProControl.exe	IOCTL_SERIAL_PURGE	Serial0	SUCCESS	Purge: RXABORT RXCLEAR	
1491	0.00001648	ProControl.exe	IOCTL_SERIAL_PURGE	Serial0	SUCCESS	Purge: TXABORT TXCLEAR 	
1492	0.00147477	ProControl.exe	IRP_MJ_WRITE	Serial0	SUCCESS	Length 11: AA AA 01 00 00 00 00 00 00 01 55 	
1493	0.00003031	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1494	0.00002046	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1495	0.00003192	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1496	0.00002940	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1497	0.00002863	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1498	0.00002933	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1499	0.00002403	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1500	0.00002752	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1501	0.00002633	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1502	0.00002912	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1503	0.00002975	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1504	0.00002982	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1505	0.00002256	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1506	0.00002542	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1507	0.00001872	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1508	0.00003737	ProControl.exe	IOCTL_SERIAL_PURGE	Serial0	SUCCESS	Purge: RXABORT RXCLEAR	
1509	0.00001509	ProControl.exe	IOCTL_SERIAL_PURGE	Serial0	SUCCESS	Purge: TXABORT TXCLEAR 	
1510	0.00119631	ProControl.exe	IRP_MJ_WRITE	Serial0	SUCCESS	Length 11: AA AA 01 00 00 00 00 00 00 01 55 	
1511	0.00001990	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1512	0.00001180	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1513	0.00001348	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1514	0.00000936	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1515	0.00002933	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1516	0.00002961	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1517	0.00002787	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1518	0.00003024	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1519	0.00002975	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1520	0.00002843	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1521	0.00002982	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1522	0.00002947	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1523	0.00002556	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1524	0.00002947	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1525	0.00002961	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1526	0.00004533	ProControl.exe	IOCTL_SERIAL_PURGE	Serial0	SUCCESS	Purge: RXABORT RXCLEAR	
1527	0.00002284	ProControl.exe	IOCTL_SERIAL_PURGE	Serial0	SUCCESS	Purge: TXABORT TXCLEAR 	
1528	0.00072244	ProControl.exe	IRP_MJ_WRITE	Serial0	SUCCESS	Length 11: AA AA 01 00 00 01 01 02 00 01 59 	
1529	0.00002801	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1530	0.00002375	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1531	0.00001851	ProControl.exe	IRP_MJ_READ	Serial0	SUCCESS	Length 1: AA 	
1532	0.00002996	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1533	0.00001844	ProControl.exe	IRP_MJ_READ	Serial0	SUCCESS	Length 1: AA 	
1534	0.00003017	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1535	0.00001893	ProControl.exe	IRP_MJ_READ	Serial0	SUCCESS	Length 1: 00 	
1536	0.00002165	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1537	0.00001746	ProControl.exe	IRP_MJ_READ	Serial0	SUCCESS	Length 1: 01 	
1538	0.00002996	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1539	0.00002326	ProControl.exe	IRP_MJ_READ	Serial0	SUCCESS	Length 1: 01 	
1540	0.00003241	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1541	0.00001893	ProControl.exe	IRP_MJ_READ	Serial0	SUCCESS	Length 1: 00 	
1542	0.00002933	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1543	0.00001858	ProControl.exe	IRP_MJ_READ	Serial0	SUCCESS	Length 1: 01 	
1544	0.00002836	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1545	0.00001851	ProControl.exe	IRP_MJ_READ	Serial0	SUCCESS	Length 1: 82 	
1546	0.00002877	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1547	0.00001760	ProControl.exe	IRP_MJ_READ	Serial0	SUCCESS	Length 1: 2A 	
1548	0.00003499	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1549	0.00001970	ProControl.exe	IRP_MJ_READ	Serial0	SUCCESS	Length 1: 01 	
1550	0.00002877	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1551	0.00001858	ProControl.exe	IRP_MJ_READ	Serial0	SUCCESS	Length 1: 42 	
1552	0.00003080	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1553	0.00001851	ProControl.exe	IRP_MJ_READ	Serial0	SUCCESS	Length 1: 00 	
1554	0.00002926	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1555	0.00001809	ProControl.exe	IRP_MJ_READ	Serial0	SUCCESS	Length 1: 40 	
1556	0.00002891	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1557	0.00001676	ProControl.exe	IRP_MJ_READ	Serial0	SUCCESS	Length 1: 0B 	
1558	0.00002417	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
1559	0.00001725	ProControl.exe	IRP_MJ_READ	Serial0	SUCCESS	Length 1: 61 	
1560	0.00003059	ProControl.exe	IOCTL_SERIAL_GET_COMMSTATUS	Serial0	SUCCESS		
